ID,titulo practica,RUT Companhia,sueldo,modalidad,formato
88707,Practicante en Cirugía,77625418-5,217858,Trabajo remoto,Jornada de medio tiempo
38376,Practicante en Química Orgánica,77625418-5,242086,Trabajo remoto,Jornada de tiempo parcial
78017,Practicante en Educación Artística,77625418-5,313370,Trabajo remoto,Jornada de tiempo completo
8669,Practicante en Sistemas de Control,77625418-5,330010,Trabajo presencial,Jornada de tiempo completo
9939,Practicante en Estimulación Temprana,77625418-5,314167,Trabajo presencial,Jornada de tiempo parcial
13216,Practicante en Restauración Patrimonial,77625052-K,388253,Trabajo presencial,Jornada de tiempo completo
31252,Practicante en Gestión Escolar,77625052-K,240555,Trabajo remoto,Jornada de medio tiempo
52173,Practicante en Derecho Familiar,77625052-K,245026,Trabajo remoto,Jornada de tiempo parcial
74004,Practicante en Educación Ambiental,77625052-K,269874,Trabajo remoto,Jornadas de turnos
59272,Practicante en Optimización de Procesos,77625346-4,356210,Trabajo remoto,Jornada de medio tiempo
13795,Practicante en Genética,77625346-4,267833,Trabajo presencial,Jornadas de turnos
39976,Practicante en Diseño de Interiores,77625349-9,228858,Trabajo presencial,Jornadas flexibles
71213,Practicante en Endodoncia,77625349-9,224766,Trabajo presencial,Jornada de tiempo parcial
76431,Practicante en Estudio de Arquitectura,77625349-9,252198,Trabajo remoto,Jornadas de turnos
79474,Practicante en Educación Artística,77625184-4,284912,Trabajo remoto,Jornadas flexibles
48463,Practicante en Derechos Humanos,77625824-5,455367,Trabajo presencial,Jornada de tiempo parcial
15098,Practicante en Asistencia Social,77625834-2,215473,Trabajo remoto,Jornadas flexibles
25199,Practicante en Fabricación de Maquinaria,77627349-K,230463,Trabajo remoto,Jornada de tiempo completo
52820,Practicante en Estudio de Arquitectura,77627047-4,315701,Trabajo remoto,Jornadas de turnos
67395,Practicante en Psicología Forense,77627047-4,244550,Trabajo presencial,Jornada de tiempo parcial
57014,Practicante en Mineralogía,77627047-4,233836,Trabajo presencial,Jornada de tiempo completo
67930,Practicante en Psicología Escolar,77627047-4,248229,Trabajo presencial,Jornada de medio tiempo
78123,Practicante en Electrónica de Potencia,77627047-4,224810,Trabajo remoto,Jornada de tiempo completo
81149,Practicante en Física Nuclear,77627047-4,225786,Trabajo remoto,Jornada de medio tiempo
78115,Practicante en Animación y Modelado 3D,77627389-9,298745,Trabajo presencial,Jornadas flexibles
1579,Practicante en Investigación Social,77627389-9,297912,Trabajo presencial,Jornada de tiempo parcial
22933,Practicante en Pedagogía Inclusiva,77628007-0,330382,Trabajo remoto,Jornada de tiempo completo
96648,Practicante en Museología,77628007-0,246599,Trabajo presencial,Jornadas flexibles
67956,Practicante en Urbanismo,77628007-0,230586,Trabajo presencial,Jornada de tiempo completo
98525,Practicante en Geriatría,77627743-6,214218,Trabajo presencial,Jornada de tiempo completo
61988,Practicante en Derecho Penal,77627774-6,334341,Trabajo presencial,Jornada de tiempo completo
75014,Practicante en Educación Artística,77627774-6,247868,Trabajo remoto,Jornadas de turnos
97782,Practicante en Protección de Menores,77628142-5,322468,Trabajo remoto,Jornada de tiempo completo
48726,Practicante en Diseño Mecánico,77628142-5,241691,Trabajo remoto,Jornada de medio tiempo
95177,Practicante en Psicología Escolar,77628103-4,268935,Trabajo presencial,Jornadas de turnos
49029,Practicante en Pedagogía Montessori,77628103-4,299295,Trabajo presencial,Jornadas de turnos
52562,Practicante en Geofísica,77628103-4,279562,Trabajo remoto,Jornada de tiempo completo
55861,Practicante en Derechos Humanos,77628103-4,333787,Trabajo presencial,Jornadas flexibles
44905,Practicante en Jardín Infantil,77628103-4,313896,Trabajo presencial,Jornada de tiempo parcial
82658,Practicante en Laboratorio Químico,77628113-1,321242,Trabajo remoto,Jornada de medio tiempo
41144,Practicante en Psicología Escolar,77628113-1,222212,Trabajo presencial,Jornada de tiempo parcial
37540,Practicante en Sociología Urbana,77628113-1,539088,Trabajo presencial,Jornadas flexibles
60300,Practicante en Neurorehabilitación,77627789-4,216928,Trabajo presencial,Jornada de tiempo completo
26448,Practicante en Laboratorio de Física Aplicada,77627789-4,333889,Trabajo presencial,Jornada de tiempo parcial
67700,Practicante en Gestión de Proyectos,77627789-4,233641,Trabajo remoto,Jornada de tiempo parcial
3658,Practicante en Ortodoncia,77627789-4,375624,Trabajo presencial,Jornada de tiempo completo
99168,Practicante en Consultoría Empresarial,77627789-4,260875,Trabajo presencial,Jornada de tiempo completo
42511,Practicante en Obras Civiles,77627789-4,267605,Trabajo remoto,Jornada de tiempo completo
44411,Practicante en Sociología Urbana,77628316-9,328727,Trabajo remoto,Jornadas flexibles
23244,Practicante en Microbiología,77628316-9,295266,Trabajo remoto,Jornadas flexibles
36981,Practicante en Diseño de Videojuegos,77628316-9,249839,Trabajo presencial,Jornadas de turnos
69026,Practicante en Nanotecnología,77628316-9,225368,Trabajo remoto,Jornada de medio tiempo
82193,Practicante en Gestión Escolar,77628316-9,262020,Trabajo presencial,Jornada de medio tiempo
95517,Practicante en Laboratorio de Física Aplicada,77628316-9,228096,Trabajo presencial,Jornadas flexibles
59155,Practicante en Jardín Infantil,77628316-9,339584,Trabajo remoto,Jornada de tiempo parcial
65597,Practicante en Neuropsicología,77628316-9,370964,Trabajo presencial,Jornadas de turnos
1333,Practicante en Identidad Corporativa,77628316-9,247099,Trabajo remoto,Jornada de tiempo parcial
4689,Practicante en Psicología Forense,77628316-9,221356,Trabajo remoto,Jornada de tiempo completo
2686,Practicante en Salud Mental,77628428-9,263520,Trabajo presencial,Jornada de medio tiempo
44599,Practicante en Genética,77628428-9,235014,Trabajo remoto,Jornada de medio tiempo
89260,Practicante en Automatización,77628508-0,230531,Trabajo presencial,Jornada de medio tiempo
8773,Practicante en Endodoncia,77628464-5,359931,Trabajo presencial,Jornada de tiempo completo
61314,Practicante en Arquitectura Sostenible,77629078-5,273287,Trabajo presencial,Jornadas de turnos
17034,Practicante en Laboratorio de Física Aplicada,77629078-5,445823,Trabajo remoto,Jornadas flexibles
49143,Practicante en Redes Eléctricas,77629078-5,348246,Trabajo presencial,Jornada de medio tiempo
90205,Practicante en Ginecología,77629078-5,200249,Trabajo presencial,Jornada de tiempo completo
52323,Practicante en Automatización,77629079-3,245954,Trabajo presencial,Jornada de tiempo completo
8737,Practicante en Neurorehabilitación,77629079-3,201712,Trabajo presencial,Jornadas flexibles
61259,Practicante en Agencia de Diseño,77629079-3,388989,Trabajo remoto,Jornada de tiempo parcial
42780,Practicante en Pedagogía Montessori,77629079-3,269387,Trabajo presencial,Jornada de tiempo parcial
65262,Practicante en Genética,77629079-3,260280,Trabajo presencial,Jornadas de turnos
4980,Practicante en Geología Ambiental,77629079-3,540598,Trabajo remoto,Jornadas flexibles
44867,Practicante en Derecho Familiar,77629079-3,296329,Trabajo presencial,Jornada de tiempo parcial
91156,Practicante en Internet de las Cosas,77629079-3,251529,Trabajo remoto,Jornada de tiempo completo
49698,Practicante en Química Inorgánica,77629079-3,259294,Trabajo presencial,Jornada de tiempo completo
34772,Practicante en Pedagogía Inclusiva,77628973-6,410683,Trabajo presencial,Jornada de medio tiempo
56478,Practicante en Urbanismo,77628973-6,200634,Trabajo presencial,Jornada de medio tiempo
25699,Practicante en Microbiología,77628973-6,332407,Trabajo presencial,Jornadas flexibles
6720,Practicante en Rehabilitación Deportiva,77628973-6,469198,Trabajo remoto,Jornada de medio tiempo
41874,Practicante en Farmacología,77628973-6,303117,Trabajo remoto,Jornada de tiempo parcial
26022,Practicante en Laboratorio Químico,77629416-0,316145,Trabajo remoto,Jornadas flexibles
62705,Practicante en Astrofísica,77629639-2,201592,Trabajo presencial,Jornada de tiempo completo
51912,Practicante en Laboratorio Biológico,77629639-2,379625,Trabajo presencial,Jornadas flexibles
13319,Practicante en Pedagogía Inclusiva,77630013-6,208422,Trabajo remoto,Jornada de tiempo completo
91381,Practicante en Redes Eléctricas,77630013-6,211357,Trabajo remoto,Jornada de tiempo parcial
48770,Practicante en Realidad Virtual,77630013-6,341742,Trabajo presencial,Jornada de tiempo parcial
50692,Practicante en Diseño de Videojuegos,77629525-6,282616,Trabajo remoto,Jornada de tiempo completo
77910,Practicante en Cirugía,77629525-6,202889,Trabajo presencial,Jornadas flexibles
26048,Practicante en Petrología,77629525-6,416536,Trabajo remoto,Jornadas flexibles
66251,Practicante en Laboratorio Biológico,77629525-6,335107,Trabajo presencial,Jornadas flexibles
1727,Practicante en Odontopediatría,77629525-6,204793,Trabajo remoto,Jornada de tiempo completo
52479,Practicante en Fisioterapia Deportiva,77629525-6,406855,Trabajo presencial,Jornada de medio tiempo
44320,Practicante en Ecología,77629525-6,307273,Trabajo presencial,Jornada de tiempo parcial
69776,Practicante en Gestión Escolar,77629525-6,277650,Trabajo presencial,Jornadas flexibles
96621,Practicante en Geofísica,77629525-6,205770,Trabajo presencial,Jornada de medio tiempo
91819,Practicante en Geriatría,77629622-8,215308,Trabajo remoto,Jornadas flexibles
85279,Practicante en Trabajo Social Penitenciario,77629975-8,335642,Trabajo remoto,Jornadas de turnos
24005,Practicante en Diseño de Interiores,77629975-8,376196,Trabajo remoto,Jornadas de turnos
38639,Practicante en Restauración Patrimonial,77629975-8,260485,Trabajo presencial,Jornada de medio tiempo
42907,Practicante en Trabajo Social de Salud,77629975-8,283287,Trabajo remoto,Jornadas de turnos
49130,Practicante en Internet de las Cosas,77629975-8,319379,Trabajo remoto,Jornada de tiempo completo
32950,Practicante en Museología,77629975-8,206870,Trabajo remoto,Jornada de medio tiempo
83505,Practicante en Automatización,77629975-8,294332,Trabajo presencial,Jornadas flexibles
66491,Practicante en Pediatría,77630862-5,204445,Trabajo remoto,Jornada de medio tiempo
7254,Practicante en Urbanismo,77630862-5,323487,Trabajo presencial,Jornadas flexibles
51263,Practicante en Educación Ambiental,77630935-4,238292,Trabajo presencial,Jornada de tiempo completo
66925,Practicante en Química Analítica,77630935-4,351136,Trabajo remoto,Jornadas flexibles
32167,Practicante en Docencia Histórica,77630224-4,241448,Trabajo remoto,Jornada de tiempo parcial
4578,Practicante en Diseño de Interiores,77630224-4,278121,Trabajo remoto,Jornadas de turnos
7519,Practicante en Museología,77630224-4,360859,Trabajo remoto,Jornadas de turnos
90652,Practicante en Cuidados Intensivos,77630914-1,437345,Trabajo presencial,Jornada de medio tiempo
99058,Practicante en Identidad Corporativa,77631016-6,309775,Trabajo remoto,Jornadas de turnos
90329,Practicante en Inteligencia Artificial,77631016-6,296165,Trabajo remoto,Jornadas de turnos
13220,Practicante en Diseño de Packaging,77631016-6,208316,Trabajo remoto,Jornadas flexibles
4417,Practicante en Logística,77631016-6,326361,Trabajo remoto,Jornadas de turnos
67103,Practicante en Atención Primaria,77631016-6,249172,Trabajo remoto,Jornadas flexibles
31057,Practicante en Energía Renovable,77631016-6,352226,Trabajo remoto,Jornada de tiempo parcial
3125,Practicante en Psicología Organizacional,77630972-9,292341,Trabajo remoto,Jornada de tiempo parcial
1701,Practicante en Genética,77630972-9,290383,Trabajo presencial,Jornada de tiempo parcial
90274,Practicante en Arquitectura Sostenible,77630972-9,213786,Trabajo remoto,Jornadas flexibles
73102,Practicante en Optimización de Procesos,77630972-9,291868,Trabajo remoto,Jornadas flexibles
64519,Practicante en Didáctica de la Historia,77630972-9,202550,Trabajo presencial,Jornada de medio tiempo
77126,Practicante en Identidad Corporativa,77630972-9,357355,Trabajo presencial,Jornadas de turnos
85279,Practicante en Animación y Modelado 3D,77630972-9,238383,Trabajo presencial,Jornada de medio tiempo
95532,Practicante en Educación Artística,77630972-9,267308,Trabajo presencial,Jornada de tiempo completo
38018,Practicante en Clínica Odontológica,77630972-9,306730,Trabajo presencial,Jornada de tiempo completo
34904,Practicante en Vías y Transporte,77630773-4,283246,Trabajo presencial,Jornada de medio tiempo
79882,Practicante en Óptica y Fotónica,77630773-4,343375,Trabajo presencial,Jornada de tiempo completo
90410,Practicante en Química Analítica,77630773-4,415027,Trabajo remoto,Jornada de tiempo parcial
56924,Practicante en Obras Civiles,77630773-4,212051,Trabajo presencial,Jornada de tiempo parcial
70056,Practicante en Internet de las Cosas,77630773-4,203658,Trabajo remoto,Jornadas de turnos
31494,Practicante en Física Nuclear,77630773-4,250448,Trabajo remoto,Jornadas de turnos
71190,Practicante en Psicología Organizacional,77631224-K,223185,Trabajo presencial,Jornada de tiempo completo
35905,Practicante en Energías Renovables,77631714-4,237652,Trabajo presencial,Jornadas flexibles
75198,Practicante en Ecología,77631362-9,279181,Trabajo remoto,Jornada de tiempo completo
4495,Practicante en Cirugía,77631755-1,345539,Trabajo presencial,Jornada de tiempo parcial
37070,Practicante en Química Inorgánica,77631755-1,238517,Trabajo presencial,Jornada de tiempo parcial
98140,Practicante en Diseño Editorial,77631755-1,387788,Trabajo remoto,Jornadas de turnos
37521,Practicante en Trabajo Social Penitenciario,77631755-1,272276,Trabajo presencial,Jornada de tiempo completo
50136,Practicante en Física Nuclear,77631464-1,306756,Trabajo presencial,Jornadas flexibles
65658,Practicante en Trabajo Social de Salud,77631464-1,212985,Trabajo remoto,Jornada de medio tiempo
2408,Practicante en Química Analítica,77631602-4,272879,Trabajo remoto,Jornada de tiempo parcial
24616,Practicante en Fisioterapia Deportiva,77631602-4,315964,Trabajo presencial,Jornada de tiempo completo
76695,Practicante en Docencia Histórica,77631864-7,214530,Trabajo presencial,Jornada de tiempo parcial
37133,Practicante en Psicología Forense,77631864-7,258630,Trabajo remoto,Jornadas flexibles
58912,Practicante en Mineralogía,77631864-7,279115,Trabajo presencial,Jornadas de turnos
65053,Practicante en Gestión de Proyectos,77631864-7,278374,Trabajo presencial,Jornada de medio tiempo
15667,Practicante en Química Analítica,77631864-7,285600,Trabajo presencial,Jornadas de turnos
95745,Practicante en Energía Renovable,77631864-7,241337,Trabajo remoto,Jornadas flexibles
8452,Practicante en Museología,77631864-7,379586,Trabajo presencial,Jornadas de turnos
42470,Practicante en Obras Civiles,77631864-7,238804,Trabajo remoto,Jornadas de turnos
4161,Practicante en Geriatría,77631864-7,217538,Trabajo remoto,Jornada de tiempo completo
91079,Practicante en Jardín Infantil,77631864-7,308097,Trabajo presencial,Jornada de tiempo parcial
51161,Practicante en Ortodoncia,77631971-6,283568,Trabajo remoto,Jornada de medio tiempo
64744,Practicante en Mecánica de Fluidos,77631971-6,263249,Trabajo presencial,Jornada de tiempo parcial
26501,Practicante en Inteligencia Artificial,77632056-0,364099,Trabajo remoto,Jornadas flexibles
78149,Practicante en Rehabilitación Deportiva,77632417-5,248960,Trabajo presencial,Jornada de tiempo parcial
40271,Practicante en Calidad,77632417-5,253736,Trabajo remoto,Jornadas flexibles
65343,Practicante en Consultoría Empresarial,77632417-5,205188,Trabajo presencial,Jornada de tiempo parcial
63052,Practicante en Estudio de Arquitectura,77632417-5,271739,Trabajo presencial,Jornadas flexibles
